id,1.1,1.2,1.3,1.4,1.5,1.6,1.7,1.8,1.9,1.10,2.1,2.2,2.3,2.4,2.5,2.6,2.7,2.8,2.9,2.10,3.1,3.2,3.3,3.4,3.5,3.6,3.7,3.8,3.9,3.10
1.1,0.00000000,0.44822883,0.44033898,0.53348485,0.56133510,0.33319970,0.48729897,0.47917768,0.29147601,0.50805324,1.01927161,0.92439476,0.96861414,0.85933330,1.12383622,1.12273500,0.89031993,0.86856246,0.98415001,1.13484275,0.54596782,0.65324306,0.76142358,0.55238834,0.47526702,0.61789446,0.58445816,0.55915285,0.59760355,0.76856529
1.2,0.44822883,0.00000000,0.45869833,0.38827395,0.46378748,0.49300566,0.35240843,0.41349504,0.50379061,0.37068162,0.83348685,0.88311798,0.83388495,0.82836622,0.96761212,0.88331453,0.87752636,0.88518944,0.92669019,0.88769211,0.54114876,0.48315610,0.62380659,0.62466282,0.66810502,0.65781356,0.43244343,0.41816597,0.44501872,0.65542059
1.3,0.44033898,0.45869833,0.00000000,0.52307809,0.55183926,0.36491289,0.54901219,0.52710716,0.37644041,0.45405691,0.97200046,1.04307893,0.97291603,0.85789445,1.13272511,1.04961941,0.79720597,0.86059187,0.97610101,1.02226137,0.55319914,0.65420980,0.78682984,0.67513629,0.64086325,0.65537215,0.52498830,0.60470065,0.59530856,0.74301354
1.4,0.53348485,0.38827395,0.52307809,0.00000000,0.38703665,0.61831896,0.38833042,0.40631290,0.55648980,0.41888432,0.93685733,0.88966076,0.82295357,1.00201041,0.78860612,0.83505603,0.98694816,1.05593983,0.86966929,0.76251138,0.69134226,0.65899800,0.64950864,0.66222370,0.73726897,0.71748404,0.51436267,0.54087804,0.54440558,0.62999836
1.5,0.56133510,0.46378748,0.55183926,0.38703665,0.00000000,0.59663682,0.42413118,0.55295291,0.51787836,0.48164756,0.89548192,0.91106212,0.80142180,0.96797777,0.96592019,0.95571926,1.00379299,1.01016791,0.92126710,0.95501141,0.73522747,0.57103368,0.61616887,0.75650897,0.77389800,0.68894505,0.43429890,0.55925698,0.56700361,0.68012931
1.6,0.33319970,0.49300566,0.36491289,0.61831896,0.59663682,0.00000000,0.53654895,0.47891781,0.36306916,0.52001995,1.12409637,1.00796871,1.05740054,0.87865599,1.26322979,1.22745201,0.95533957,0.88540617,1.06300778,1.23110864,0.68478746,0.63342004,0.83067756,0.71382453,0.55059941,0.65861677,0.56935764,0.62881738,0.66608119,0.77991361
1.7,0.48729897,0.35240843,0.54901219,0.38833042,0.42413118,0.53654895,0.00000000,0.40915369,0.50928883,0.47031865,0.93642506,0.73290058,0.72423024,0.95297943,0.88042655,0.87162939,0.97062771,1.00776196,0.81388172,0.86509111,0.65442197,0.56340016,0.61431983,0.69193460,0.68279005,0.69581451,0.45290033,0.50225081,0.50994820,0.63642735
1.8,0.47917768,0.41349504,0.52710716,0.40631290,0.55295291,0.47891781,0.40915369,0.00000000,0.50336683,0.51980213,1.04369887,0.92036801,0.79348772,1.04549074,0.96035287,0.97686888,1.10377833,1.09248815,0.89830553,0.85750201,0.75063778,0.65596938,0.68863349,0.65373585,0.76472965,0.69475385,0.50183631,0.53596211,0.54478309,0.62761152
1.9,0.29147601,0.50379061,0.37644041,0.55648980,0.51787836,0.36306916,0.50928883,0.50336683,0.00000000,0.50360171,0.99143656,0.99153212,0.93766873,0.78497248,1.16893166,1.06409439,0.86069819,0.91978830,0.98963095,1.09287737,0.56944796,0.63744598,0.74172178,0.61404699,0.62097848,0.56147614,0.57007105,0.62677219,0.58839465,0.68582501
1.10,0.50805324,0.37068162,0.45405691,0.41888432,0.48164756,0.52001995,0.47031865,0.51980213,0.50360171,0.00000000,0.98913706,1.04562313,0.90319815,0.93186255,1.10416059,0.96304671,0.96643833,0.93007050,0.97466363,1.00048203,0.57708277,0.66143245,0.75904266,0.65772278,0.73914661,0.66934594,0.46698245,0.54908751,0.53185563,0.68697098
2.1,1.01927161,0.83348685,0.97200046,0.93685733,0.89548192,1.12409637,0.93642506,1.04369887,0.99143656,0.98913706,0.00000000,0.74647837,0.84014207,0.77426511,0.80847070,0.63595039,0.66217842,0.80217334,0.71289171,0.74942068,0.84739554,0.68171892,0.73798795,0.91254875,1.01964118,0.81166649,0.87380661,0.93813609,0.89433461,0.79407416
2.2,0.92439476,0.88311798,1.04307893,0.88966076,0.91106212,1.00796871,0.73290058,0.92036801,0.99153212,1.04562313,0.74647837,0.00000000,0.78211636,0.69659076,0.59006226,0.77345554,0.71296646,0.69331419,0.66429807,0.74161855,0.77677156,0.87274919,0.71002233,0.89298887,0.80141705,0.85695080,0.88785563,0.76901584,0.90018552,0.88685713
2.3,0.96861414,0.83388495,0.97291603,0.82295357,0.80142180,1.05740054,0.72423024,0.79348772,0.93766873,0.90319815,0.84014207,0.78211636,0.00000000,0.95161671,0.80977768,0.79492105,0.93765981,1.01439366,0.71857725,0.86601674,0.76300283,0.74570533,0.61597143,0.69304123,0.87652262,0.76573947,0.78169878,0.81347771,0.80103887,0.66525961
2.4,0.85933330,0.82836622,0.85789445,1.00201041,0.96797777,0.87865599,0.95297943,1.04549074,0.78497248,0.93186255,0.77426511,0.69659076,0.95161671,0.00000000,0.89561751,0.86034356,0.50519519,0.45146942,0.85622776,0.90135858,0.65788216,0.80666109,0.86708020,0.84692452,0.83454489,0.72051730,0.93078266,0.88779476,0.85793250,0.87403610
2.5,1.12383622,0.96761212,1.13272511,0.78860612,0.96592019,1.26322979,0.88042655,0.96035287,1.16893166,1.10416059,0.80847070,0.59006226,0.80977768,0.89561751,0.00000000,0.62705083,0.80844690,0.89892413,0.67938628,0.61528964,0.94740254,0.97761499,0.72068854,0.93775650,1.07189353,0.95550695,0.91715836,0.89524282,0.91460950,0.86568797
2.6,1.12273500,0.88331453,1.04961941,0.83505603,0.95571926,1.22745201,0.87162939,0.97686888,1.06409439,0.96304671,0.63595039,0.77345554,0.79492105,0.86034356,0.62705083,0.00000000,0.79943898,0.89642021,0.73118395,0.61529868,0.91101487,0.89094567,0.71138335,0.95833627,1.12000590,0.93062854,0.89529142,0.92277079,0.96507633,0.75179158
2.7,0.89031993,0.87752636,0.79720597,0.98694816,1.00379299,0.95533957,0.97062771,1.10377833,0.86069819,0.96643833,0.66217842,0.71296646,0.93765981,0.50519519,0.80844690,0.79943898,0.00000000,0.49048282,0.76884553,0.79951336,0.56756091,0.83914778,0.90025087,0.90186902,0.82841340,0.83755167,0.91167520,0.95694092,0.96705725,0.87452261
2.8,0.86856246,0.88518944,0.86059187,1.05593983,1.01016791,0.88540617,1.00776196,1.09248815,0.91978830,0.93007050,0.80217334,0.69331419,1.01439366,0.45146942,0.89892413,0.89642021,0.49048282,0.00000000,0.88618214,0.93858220,0.59186136,0.88600611,0.93002738,0.89863955,0.73491764,0.85145356,0.88577723,0.87571586,0.98574452,0.92871740
2.9,0.98415001,0.92669019,0.97610101,0.86966929,0.92126710,1.06300778,0.81388172,0.89830553,0.98963095,0.97466363,0.71289171,0.66429807,0.71857725,0.85622776,0.67938628,0.73118395,0.76884553,0.88618214,0.00000000,0.65171625,0.87219787,0.83391666,0.71589972,0.89536502,0.97667057,0.80942301,0.82745077,0.89586086,0.85110524,0.71826615
2.10,1.13484275,0.88769211,1.02226137,0.76251138,0.95501141,1.23110864,0.86509111,0.85750201,1.09287737,1.00048203,0.74942068,0.74161855,0.86601674,0.90135858,0.61528964,0.61529868,0.79951336,0.93858220,0.65171625,0.00000000,0.91502590,0.88927020,0.72484012,0.92167096,1.11598537,0.88024081,0.85526755,0.92936138,0.87589450,0.72778904
3.1,0.54596782,0.54114876,0.55319914,0.69134226,0.73522747,0.68478746,0.65442197,0.75063778,0.56944796,0.57708277,0.84739554,0.77677156,0.76300283,0.65788216,0.94740254,0.91101487,0.56756091,0.59186136,0.87219787,0.91502590,0.00000000,0.60583810,0.60302572,0.45731519,0.45661623,0.55412161,0.60649526,0.64675628,0.68331768,0.63518116
3.2,0.65324306,0.48315610,0.65420980,0.65899800,0.57103368,0.63342004,0.56340016,0.65596938,0.63744598,0.66143245,0.68171892,0.87274919,0.74570533,0.80666109,0.97761499,0.89094567,0.83914778,0.88600611,0.83391666,0.88927020,0.60583810,0.00000000,0.57940789,0.66836332,0.66388627,0.50304487,0.56156789,0.58165017,0.53961923,0.49896462
3.3,0.76142358,0.62380659,0.78682984,0.64950864,0.61616887,0.83067756,0.61431983,0.68863349,0.74172178,0.75904266,0.73798795,0.71002233,0.61597143,0.86708020,0.72068854,0.71138335,0.90025087,0.93002738,0.71589972,0.72484012,0.60302572,0.57940789,0.00000000,0.64269391,0.72094819,0.66421927,0.59801171,0.57812687,0.66829211,0.54791256
3.4,0.55238834,0.62466282,0.67513629,0.66222370,0.75650897,0.71382453,0.69193460,0.65373585,0.61404699,0.65772278,0.91254875,0.89298887,0.69304123,0.84692452,0.93775650,0.95833627,0.90186902,0.89863955,0.89536502,0.92167096,0.45731519,0.66836332,0.64269391,0.00000000,0.44780233,0.50579441,0.73705328,0.69433927,0.67075965,0.57002057
3.5,0.47526702,0.66810502,0.64086325,0.73726897,0.77389800,0.55059941,0.68279005,0.76472965,0.62097848,0.73914661,1.01964118,0.80141705,0.87652262,0.83454489,1.07189353,1.12000590,0.82841340,0.73491764,0.97667057,1.11598537,0.45661623,0.66388627,0.72094819,0.44780233,0.00000000,0.57003521,0.74964204,0.66430234,0.71800732,0.71835030
3.6,0.61789446,0.65781356,0.65537215,0.71748404,0.68894505,0.65861677,0.69581451,0.69475385,0.56147614,0.66934594,0.81166649,0.85695080,0.76573947,0.72051730,0.95550695,0.93062854,0.83755167,0.85145356,0.80942301,0.88024081,0.55412161,0.50304487,0.66421927,0.50579441,0.57003521,0.00000000,0.70183671,0.66792613,0.54992423,0.46628786
3.7,0.58445816,0.43244343,0.52498830,0.51436267,0.43429890,0.56935764,0.45290033,0.50183631,0.57007105,0.46698245,0.87380661,0.88785563,0.78169878,0.93078266,0.91715836,0.89529142,0.91167520,0.88577723,0.82745077,0.85526755,0.60649526,0.56156789,0.59801171,0.73705328,0.74964204,0.70183671,0.00000000,0.54406463,0.51768653,0.59419098
3.8,0.55915285,0.41816597,0.60470065,0.54087804,0.55925698,0.62881738,0.50225081,0.53596211,0.62677219,0.54908751,0.93813609,0.76901584,0.81347771,0.88779476,0.89524282,0.92277079,0.95694092,0.87571586,0.89586086,0.92936138,0.64675628,0.58165017,0.57812687,0.69433927,0.66430234,0.66792613,0.54406463,0.00000000,0.39946649,0.64602137
3.9,0.59760355,0.44501872,0.59530856,0.54440558,0.56700361,0.66608119,0.50994820,0.54478309,0.58839465,0.53185563,0.89433461,0.90018552,0.80103887,0.85793250,0.91460950,0.96507633,0.96705725,0.98574452,0.85110524,0.87589450,0.68331768,0.53961923,0.66829211,0.67075965,0.71800732,0.54992423,0.51768653,0.39946649,0.00000000,0.62636864
3.10,0.76856529,0.65542059,0.74301354,0.62999836,0.68012931,0.77991361,0.63642735,0.62761152,0.68582501,0.68697098,0.79407416,0.88685713,0.66525961,0.87403610,0.86568797,0.75179158,0.87452261,0.92871740,0.71826615,0.72778904,0.63518116,0.49896462,0.54791256,0.57002057,0.71835030,0.46628786,0.59419098,0.64602137,0.62636864,0.00000000
