cluster,tree_id,newick
2,1,"(((((L40:0.253551,L41:0.253551)34:0.186894,L35:0.440445)22:0.807216,L23:1.24766)11:0.419934,L10:1.6676)5:0.998498,((((((L42:0.220338,L43:0.220338)24:0.874722,L25:1.09506)19:0.207521,L18:1.30258)17:0.0614715,(L36:0.667217,(L47:0.0146151,L46:0.0146151)31:0.652602)16:0.696835)12:0.199462,((L38:0.318358,L39:0.318358)26:0.776235,L27:1.09459)13:0.468922)8:0.260429,((((L44:0.0174114,L45:0.0174114)32:0.537084,L33:0.554495)28:0.470405,L29:1.0249)20:0.248005,L21:1.27291)14:0.551038)7:0.842149);"
2,2,"(((((((L34:0.371386,L35:0.371386)26:0.295831,L27:0.667217)12:0.696835,L13:1.36405)8:0.199462,((L38:0.318358,L39:0.318358)20:0.776235,L21:1.09459)9:0.468922)6:0.260429,((((((L50:0.0174114,L51:0.0174114)44:0.158562,L45:0.175974)30:0.378522,L31:0.554495)22:0.470405,(L48:0.0869274,L49:0.0869274)23:0.937973)14:0.248005,(L46:0.0958904,L47:0.0958904)15:1.17702)10:0.276411,(L42:1.09506,L19:1.09506)11:0.454256)7:0.274628)4:0.726945,(L36:0.371386,L37:0.371386)28:2.1795)2:0.115205,((L40:0.440445,L33:0.440445)16:0.807216,L17:1.24766)3:1.41843);"
2,3,"(((((((((L52:0.0174114,L53:0.0174114)50:0.0830661,L51:0.100477)36:0.454018,L37:0.554495)32:0.243747,(L42:0.318358,L43:0.318358)33:0.479885)30:0.226658,L31:1.0249)20:0.248005,L21:1.27291)16:0.276411,((L48:0.220338,L49:0.220338)26:0.874722,L27:1.09506)17:0.454256)10:0.274628,((((L41:0.667217,(L45:0.255126,L44:0.255126)35:0.412091)18:0.696835,L19:1.36405)14:0.199462,(L29:1.21385,L25:1.21385)15:0.349667)12:0.144461,L13:1.70798)8:0.115968)6:0.218838,(L46:0.440445,L39:0.440445)22:1.60234);"
2,4,"(((((((L36:0.253551,L37:0.253551)30:0.186894,L31:0.440445)18:0.807216,L19:1.24766)13:0.164923,((L34:0.318358,L35:0.318358)22:0.776235,L23:1.09459)12:0.317992)9:0.15093,(((L32:0.371386,L33:0.371386)26:0.295831,L27:0.667217)14:0.696835,L15:1.36405)8:0.199462)6:0.260429,(((((L42:0.0174114,L43:0.0174114)28:0.537084,L29:0.554495)24:0.470405,(L40:0.124505,L41:0.124505)25:0.900395)16:0.248005,L17:1.27291)10:0.276411,(L38:1.09506,L21:1.09506)11:0.454256)7:0.274628)4:0.726945,L5:2.55089);"
2,5,"((((((L40:0.371386,L41:0.371386)32:0.295831,L33:0.667217)14:0.696835,(L50:0.0174114,L51:0.0174114)37:1.34664)10:0.199462,(((((L44:0.253551,L45:0.253551)38:0.186894,L39:0.440445)30:0.316773,L31:0.757218)25:0.32746,L24:1.08468)23:0.00991503,((L49:0.180163,L48:0.180163)42:0.138195,L43:0.318358)22:0.776235)11:0.468922)8:0.260429,((L35:1.27291,L17:1.27291)12:0.276411,((L46:0.220338,L47:0.220338)20:0.874722,L21:1.09506)13:0.454256)9:0.274628)4:0.842149,(L19:1.86537,L7:1.86537)3:0.800722);"
2,6,"(((((L20:1.15508,L21:1.15508)17:0.11783,L35:1.27291)12:0.276411,(((L44:0.220338,L45:0.220338)32:0.349796,L33:0.570134)22:0.524926,L23:1.09506)13:0.454256)8:0.274628,(((((((L54:0.0174114,L55:0.0174114)53:0.0803848,L52:0.0977962)50:0.0748229,L51:0.172619)46:0.0393505,L47:0.21197)38:0.159417,L39:0.371386)28:0.295831,L29:0.667217)14:0.896297,(L40:0.318358,L41:0.318358)24:1.24516)6:0.260429)4:0.842149,((L42:0.253551,L43:0.253551)36:0.99411,(L49:0.176933,L48:0.176933)19:1.07073)3:1.41843);"
2,7,"(((((((L42:0.0174114,L43:0.0174114)31:0.476023,L30:0.493434)27:0.173783,(L34:0.371386,L35:0.371386)26:0.295831)14:0.696835,L15:1.36405)10:0.199462,((L36:0.318358,L37:0.318358)22:0.776235,L23:1.09459)11:0.468922)8:0.260429,(((L29:1.0249,L25:1.0249)16:0.248005,L17:1.27291)12:0.276411,((L40:0.220338,L41:0.220338)20:0.874722,L21:1.09506)13:0.454256)9:0.274628)4:0.842149,((((L38:0.253551,L39:0.253551)32:0.186894,L33:0.440445)18:0.807216,L19:1.24766)6:1.23178,L7:2.47944)3:0.186654);"
2,8,"(((((((L30:0.371386,L31:0.371386)24:0.295831,L25:0.667217)12:0.696835,L13:1.36405)8:0.199462,((L32:0.318358,L33:0.318358)20:0.776235,L21:1.09459)9:0.468922)6:0.260429,((((L40:0.0174114,L41:0.0174114)26:1.00749,L23:1.0249)14:0.248005,L15:1.27291)10:0.276411,(((L39:0.171792,L38:0.171792)37:0.0485457,L36:0.220338)18:0.874722,L19:1.09506)11:0.454256)7:0.274628)4:0.726945,L5:2.55089)2:0.115205,(((L34:0.253551,L35:0.253551)28:0.186894,L29:0.440445)16:0.807216,L17:1.24766)3:1.41843);"
2,9,"(((((((L51:0.0773849,L50:0.0773849)48:0.00928192,L49:0.0866668)42:0.166884,L43:0.253551)32:0.186894,L33:0.440445)18:0.807216,L19:1.24766)7:0.844634,L6:2.0923)5:0.458593,(((L36:0.323729,L37:0.323729)34:1.04032,(L41:0.262554,L40:0.262554)15:1.1015)10:0.459892,((((L52:0.0174114,L53:0.0174114)30:0.855214,(L38:0.318358,L39:0.318358)27:0.554268)24:0.152275,L25:1.0249)16:0.524416,((L44:0.220338,L45:0.220338)20:0.874722,(L47:0.133206,L46:0.133206)21:0.961854)13:0.454256)9:0.274628)4:0.726945);"
2,10,"((((((((L46:0.179993,L47:0.179993)35:0.374503,(L50:0.0174114,L51:0.0174114)34:0.537084)29:0.31403,L28:0.868526)13:0.495526,(((L48:0.0479911,L49:0.0479911)38:0.323395,L39:0.371386)32:0.295831,L33:0.667217)12:0.696835)8:0.199462,((L24:1.09506,(L44:0.220338,L45:0.220338)20:0.874722)19:0.119949,L23:1.21501)9:0.348506)6:0.260429,L15:1.82394)4:0.726945,((L40:0.318358,L41:0.318358)31:0.449868,L30:0.768226)5:1.78266)2:0.115205,((L42:0.253551,L43:0.253551)36:0.186894,L37:0.440445)16:2.22565);"
3,1,"(((((L38:0.216785,L39:0.216785)32:0.0554844,L33:0.272269)8:0.916614,L17:1.18888)4:0.199455,((((L28:0.324776,L29:0.324776)24:0.243397,L25:0.568173)12:0.26891,L13:0.837083)10:0.0406341,((L42:0.0133555,L43:0.0133555)18:0.675942,L19:0.689298)11:0.188419)5:0.510621)2:0.482244,(((L30:0.280912,L31:0.280912)20:0.320616,L21:0.601527)15:0.21323,(((L34:0.270046,L35:0.270046)26:0.0897805,((L40:0.0730645,L41:0.0730645)36:0.162492,L37:0.235556)27:0.124271)22:0.221168,L23:0.580994)14:0.233763)3:1.05583);"
3,2,"((((((L42:0.216785,L43:0.216785)36:0.0554844,L37:0.272269)10:0.863092,L11:1.13536)8:0.053522,L18:1.18888)6:0.199455,((((L32:0.324776,L33:0.324776)24:0.243397,L25:0.568173)14:0.26891,L15:0.837083)12:0.0406341,(((L46:0.0133555,L47:0.0133555)28:0.388157,L29:0.401512)20:0.287786,L21:0.689298)13:0.188419)7:0.510621)4:0.288252,(((L26:0.557082,L27:0.557082)23:0.128619,(L34:0.280912,L35:0.280912)22:0.404789)17:0.129057,((L38:0.270046,L39:0.270046)30:0.0897805,((L44:0.0730645,L45:0.0730645)40:0.162492,L41:0.235556)31:0.124271)16:0.45493)5:0.861833);"
3,3,"(((((L20:0.731336,L21:0.731336)11:0.23351,L10:0.964846)9:0.170515,((L44:0.216785,L45:0.216785)38:0.0554844,L39:0.272269)8:0.863092)6:0.252977,((((L40:0.270046,L41:0.270046)28:0.0897805,((L46:0.0730645,L47:0.0730645)42:0.162492,L43:0.235556)29:0.124271)19:0.477256,(L31:0.568173,L27:0.568173)14:0.26891)12:0.0406341,(((((L49:0.0643672,L48:0.0643672)36:0.216544,L37:0.280912)33:0.0111371,(L50:0.0133555,L51:0.0133555)32:0.278693)24:0.359661,L25:0.65171)22:0.0375881,L23:0.689298)13:0.188419)5:0.510621)2:0.482244,(L34:0.280912,L35:0.280912)17:1.58967);"
3,4,"(((((L37:0.272269,L31:0.272269)8:0.863092,L9:1.13536)6:0.053522,(L16:0.731336,L17:0.731336)7:0.457547)4:0.199455,(((L24:0.324776,L25:0.324776)20:0.512307,L13:0.837083)10:0.0406341,((L44:0.0133555,L45:0.0133555)18:0.675942,L19:0.689298)11:0.188419)5:0.510621)2:0.482244,((((L43:0.0265517,L42:0.0265517)32:0.26103,L27:0.287581)22:0.0722455,(((L41:0.0371784,L40:0.0371784)38:0.0358861,L39:0.0730645)34:0.162492,L35:0.235556)23:0.124271)14:0.45493,(L28:0.280912,L29:0.280912)15:0.533845)3:1.05583);"
3,5,"((((((L34:0.216785,L35:0.216785)28:0.0554844,L29:0.272269)8:0.863092,L9:1.13536)6:0.053522,(L16:0.731336,L17:0.731336)7:0.457547)4:0.199455,((((L24:0.324776,L25:0.324776)20:0.243397,L21:0.568173)12:0.26891,L13:0.837083)10:0.0406341,((L38:0.0133555,L39:0.0133555)18:0.675942,L19:0.689298)11:0.188419)5:0.510621)2:0.482244,(((L30:0.270046,L31:0.270046)22:0.0897805,((L36:0.0730645,L37:0.0730645)32:0.162492,L33:0.235556)23:0.124271)14:0.45493,(L26:0.280912,L27:0.280912)15:0.533845)3:1.05583);"
3,6,"(((((L36:0.216785,L37:0.216785)30:0.0554844,L31:0.272269)8:0.863092,L9:1.13536)6:0.252977,((((L26:0.324776,L27:0.324776)22:0.512307,L15:0.837083)12:0.0406341,((L44:0.0133555,L45:0.0133555)20:0.675942,L21:0.689298)13:0.188419)10:0.106943,(L18:0.731336,L19:0.731336)11:0.253324)5:0.403678)2:0.482244,(((L32:0.270046,L33:0.270046)24:0.0897805,((L40:0.0730645,L41:0.0730645)34:0.162492,(L43:0.0445606,L42:0.0445606)35:0.190996)25:0.124271)16:0.45493,((L39:0.102012,L38:0.102012)29:0.178899,L28:0.280912)17:0.533845)3:1.05583);"
3,7,"((((((L38:0.270046,L39:0.270046)28:0.0897805,((L46:0.0730645,L47:0.0730645)40:0.162492,L41:0.235556)29:0.124271)20:0.45493,(L34:0.280912,L35:0.280912)21:0.533845)15:0.235262,L14:1.05002)11:0.0853415,(L42:0.216785,L43:0.216785)36:0.918576)8:0.053522,(((((L30:0.324776,L31:0.324776)26:0.243397,(L45:0.17433,L44:0.17433)27:0.393843)18:0.26891,L19:0.837083)16:0.0406341,((L48:0.0133555,L49:0.0133555)24:0.675942,L25:0.689298)17:0.188419)13:0.229414,((L32:0.299239,L33:0.299239)22:0.432097,L23:0.731336)12:0.375795)9:0.081752);"
3,8,"((((((L30:0.324776,L31:0.324776)26:0.192852,L27:0.517627)24:0.319456,L17:0.837083)14:0.0406341,(L46:0.0133555,L47:0.0133555)43:0.864362)6:0.396407,(((L36:0.270046,L37:0.270046)28:0.0897805,(((L49:0.0034133,L48:0.0034133)45:0.0696511,L44:0.0730645)38:0.162492,L39:0.235556)29:0.124271)18:0.45493,(L32:0.280912,L33:0.280912)19:0.533845)7:0.459367)5:0.114214,((((L40:0.216785,L41:0.216785)34:0.0554844,L35:0.272269)10:0.863092,L11:1.13536)8:0.053522,((L20:0.731336,L21:0.731336)12:0.375137,L13:1.10647)9:0.0824097)4:0.199455);"
3,9,"((((((L40:0.216785,L41:0.216785)34:0.0554844,(L42:0.189356,L43:0.189356)35:0.0829136)10:0.863092,L11:1.13536)8:0.053522,(((((L30:0.324776,L31:0.324776)26:0.243397,L27:0.568173)25:0.0435,L24:0.611673)23:0.0537578,L22:0.665431)18:0.0659054,L19:0.731336)9:0.457547)6:0.166508,(((L36:0.270046,L37:0.270046)28:0.0897805,(L44:0.0730645,L45:0.0730645)38:0.286762)16:0.45493,(L32:0.280912,L33:0.280912)17:0.533845)7:0.540633)4:0.0329479,((L46:0.0133555,L47:0.0133555)20:0.675942,L21:0.689298)13:0.69904);"
3,10,"(((((L20:0.922514,(L40:0.216785,L41:0.216785)34:0.70573)8:0.212846,L9:1.13536)6:0.053522,(L18:0.731336,L19:0.731336)7:0.457547)4:0.199455,(((L29:0.568173,L25:0.568173)14:0.26891,L15:0.837083)12:0.0406341,((((L46:0.0730645,L47:0.0730645)38:0.162492,L39:0.235556)31:0.0797345,(L48:0.0133555,L49:0.0133555)30:0.301935)22:0.374007,(L45:0.13939,L44:0.13939)23:0.549907)13:0.188419)5:0.510621)2:0.482244,(((L43:0.17879,L42:0.17879)36:0.0912558,L37:0.270046)26:0.544711,(L32:0.280912,L33:0.280912)17:0.533845)3:1.05583);"
