run_dir,pred_file,true_file,n,ARI,Purity
C:\ARI_Dashboard\Essaie\A_noise_dense\run_k5L100_n32_plev40_p75drop_rep1,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k5L100_n32_plev40_p75drop_rep1\clusters_pred.csv,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k5L100_n32_plev40_p75drop_rep1\labels.csv,160,0.073499,0.368750
C:\ARI_Dashboard\Essaie\A_noise_dense\run_k5L100_n32_plev40_p75drop_rep2,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k5L100_n32_plev40_p75drop_rep2\clusters_pred.csv,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k5L100_n32_plev40_p75drop_rep2\labels.csv,160,0.114784,0.437500
C:\ARI_Dashboard\Essaie\A_noise_dense\run_k5L100_n32_plev50_p0drop_rep0,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k5L100_n32_plev50_p0drop_rep0\clusters_pred.csv,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k5L100_n32_plev50_p0drop_rep0\labels.csv,160,0.359812,0.618750
C:\ARI_Dashboard\Essaie\A_noise_dense\run_k5L100_n32_plev50_p0drop_rep1,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k5L100_n32_plev50_p0drop_rep1\clusters_pred.csv,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k5L100_n32_plev50_p0drop_rep1\labels.csv,160,0.774743,0.900000
C:\ARI_Dashboard\Essaie\A_noise_dense\run_k5L100_n32_plev50_p0drop_rep2,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k5L100_n32_plev50_p0drop_rep2\clusters_pred.csv,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k5L100_n32_plev50_p0drop_rep2\labels.csv,160,0.511418,0.750000
C:\ARI_Dashboard\Essaie\A_noise_dense\run_k5L100_n32_plev50_p10drop_rep0,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k5L100_n32_plev50_p10drop_rep0\clusters_pred.csv,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k5L100_n32_plev50_p10drop_rep0\labels.csv,160,0.499872,0.762500
C:\ARI_Dashboard\Essaie\A_noise_dense\run_k5L100_n32_plev50_p10drop_rep1,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k5L100_n32_plev50_p10drop_rep1\clusters_pred.csv,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k5L100_n32_plev50_p10drop_rep1\labels.csv,160,0.734736,0.881250
C:\ARI_Dashboard\Essaie\A_noise_dense\run_k5L100_n32_plev50_p10drop_rep2,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k5L100_n32_plev50_p10drop_rep2\clusters_pred.csv,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k5L100_n32_plev50_p10drop_rep2\labels.csv,160,0.603593,0.800000
C:\ARI_Dashboard\Essaie\A_noise_dense\run_k5L100_n32_plev50_p25drop_rep0,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k5L100_n32_plev50_p25drop_rep0\clusters_pred.csv,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k5L100_n32_plev50_p25drop_rep0\labels.csv,160,0.291110,0.625000
C:\ARI_Dashboard\Essaie\A_noise_dense\run_k5L100_n32_plev50_p25drop_rep1,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k5L100_n32_plev50_p25drop_rep1\clusters_pred.csv,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k5L100_n32_plev50_p25drop_rep1\labels.csv,160,0.685351,0.856250
C:\ARI_Dashboard\Essaie\A_noise_dense\run_k5L100_n32_plev50_p25drop_rep2,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k5L100_n32_plev50_p25drop_rep2\clusters_pred.csv,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k5L100_n32_plev50_p25drop_rep2\labels.csv,160,0.521669,0.712500
C:\ARI_Dashboard\Essaie\A_noise_dense\run_k5L100_n32_plev50_p50drop_rep0,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k5L100_n32_plev50_p50drop_rep0\clusters_pred.csv,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k5L100_n32_plev50_p50drop_rep0\labels.csv,160,0.198424,0.525000
C:\ARI_Dashboard\Essaie\A_noise_dense\run_k5L100_n32_plev50_p50drop_rep1,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k5L100_n32_plev50_p50drop_rep1\clusters_pred.csv,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k5L100_n32_plev50_p50drop_rep1\labels.csv,160,0.582243,0.793750
C:\ARI_Dashboard\Essaie\A_noise_dense\run_k5L100_n32_plev50_p50drop_rep2,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k5L100_n32_plev50_p50drop_rep2\clusters_pred.csv,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k5L100_n32_plev50_p50drop_rep2\labels.csv,160,0.202308,0.525000
C:\ARI_Dashboard\Essaie\A_noise_dense\run_k5L100_n32_plev50_p75drop_rep0,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k5L100_n32_plev50_p75drop_rep0\clusters_pred.csv,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k5L100_n32_plev50_p75drop_rep0\labels.csv,160,0.074769,0.393750
C:\ARI_Dashboard\Essaie\A_noise_dense\run_k5L100_n32_plev50_p75drop_rep1,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k5L100_n32_plev50_p75drop_rep1\clusters_pred.csv,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k5L100_n32_plev50_p75drop_rep1\labels.csv,160,0.246972,0.575000
C:\ARI_Dashboard\Essaie\A_noise_dense\run_k5L100_n32_plev50_p75drop_rep2,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k5L100_n32_plev50_p75drop_rep2\clusters_pred.csv,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k5L100_n32_plev50_p75drop_rep2\labels.csv,160,0.096886,0.393750
C:\ARI_Dashboard\Essaie\A_noise_dense\run_k5L100_n32_plev60_p0drop_rep0,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k5L100_n32_plev60_p0drop_rep0\clusters_pred.csv,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k5L100_n32_plev60_p0drop_rep0\labels.csv,160,0.907355,0.962500
C:\ARI_Dashboard\Essaie\A_noise_dense\run_k5L100_n32_plev60_p0drop_rep1,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k5L100_n32_plev60_p0drop_rep1\clusters_pred.csv,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k5L100_n32_plev60_p0drop_rep1\labels.csv,160,0.940041,0.975000
C:\ARI_Dashboard\Essaie\A_noise_dense\run_k5L100_n32_plev60_p0drop_rep2,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k5L100_n32_plev60_p0drop_rep2\clusters_pred.csv,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k5L100_n32_plev60_p0drop_rep2\labels.csv,160,0.812451,0.918750
C:\ARI_Dashboard\Essaie\A_noise_dense\run_k5L100_n32_plev60_p10drop_rep0,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k5L100_n32_plev60_p10drop_rep0\clusters_pred.csv,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k5L100_n32_plev60_p10drop_rep0\labels.csv,160,0.892005,0.956250
C:\ARI_Dashboard\Essaie\A_noise_dense\run_k5L100_n32_plev60_p10drop_rep1,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k5L100_n32_plev60_p10drop_rep1\clusters_pred.csv,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k5L100_n32_plev60_p10drop_rep1\labels.csv,160,0.883843,0.950000
C:\ARI_Dashboard\Essaie\A_noise_dense\run_k5L100_n32_plev60_p10drop_rep2,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k5L100_n32_plev60_p10drop_rep2\clusters_pred.csv,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k5L100_n32_plev60_p10drop_rep2\labels.csv,160,0.715821,0.875000
C:\ARI_Dashboard\Essaie\A_noise_dense\run_k5L100_n32_plev60_p25drop_rep0,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k5L100_n32_plev60_p25drop_rep0\clusters_pred.csv,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k5L100_n32_plev60_p25drop_rep0\labels.csv,160,0.830976,0.931250
C:\ARI_Dashboard\Essaie\A_noise_dense\run_k5L100_n32_plev60_p25drop_rep1,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k5L100_n32_plev60_p25drop_rep1\clusters_pred.csv,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k5L100_n32_plev60_p25drop_rep1\labels.csv,160,0.766437,0.893750
C:\ARI_Dashboard\Essaie\A_noise_dense\run_k5L100_n32_plev60_p25drop_rep2,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k5L100_n32_plev60_p25drop_rep2\clusters_pred.csv,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k5L100_n32_plev60_p25drop_rep2\labels.csv,160,0.649318,0.837500
C:\ARI_Dashboard\Essaie\A_noise_dense\run_k5L100_n32_plev60_p50drop_rep0,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k5L100_n32_plev60_p50drop_rep0\clusters_pred.csv,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k5L100_n32_plev60_p50drop_rep0\labels.csv,160,0.778998,0.906250
C:\ARI_Dashboard\Essaie\A_noise_dense\run_k5L100_n32_plev60_p50drop_rep1,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k5L100_n32_plev60_p50drop_rep1\clusters_pred.csv,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k5L100_n32_plev60_p50drop_rep1\labels.csv,160,0.492390,0.743750
C:\ARI_Dashboard\Essaie\A_noise_dense\run_k5L100_n32_plev60_p50drop_rep2,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k5L100_n32_plev60_p50drop_rep2\clusters_pred.csv,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k5L100_n32_plev60_p50drop_rep2\labels.csv,160,0.490616,0.743750
C:\ARI_Dashboard\Essaie\A_noise_dense\run_k5L100_n32_plev60_p75drop_rep0,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k5L100_n32_plev60_p75drop_rep0\clusters_pred.csv,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k5L100_n32_plev60_p75drop_rep0\labels.csv,160,0.432830,0.712500
C:\ARI_Dashboard\Essaie\A_noise_dense\run_k5L100_n32_plev60_p75drop_rep1,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k5L100_n32_plev60_p75drop_rep1\clusters_pred.csv,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k5L100_n32_plev60_p75drop_rep1\labels.csv,160,0.311519,0.581250
C:\ARI_Dashboard\Essaie\A_noise_dense\run_k5L100_n32_plev60_p75drop_rep2,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k5L100_n32_plev60_p75drop_rep2\clusters_pred.csv,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k5L100_n32_plev60_p75drop_rep2\labels.csv,160,0.146965,0.475000
C:\ARI_Dashboard\Essaie\A_noise_dense\run_k5L100_n32_plev70_p0drop_rep0,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k5L100_n32_plev70_p0drop_rep0\clusters_pred.csv,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k5L100_n32_plev70_p0drop_rep0\labels.csv,160,0.896083,0.956250
C:\ARI_Dashboard\Essaie\A_noise_dense\run_k5L100_n32_plev70_p0drop_rep1,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k5L100_n32_plev70_p0drop_rep1\clusters_pred.csv,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k5L100_n32_plev70_p0drop_rep1\labels.csv,160,0.984225,0.993750
C:\ARI_Dashboard\Essaie\A_noise_dense\run_k5L100_n32_plev70_p0drop_rep2,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k5L100_n32_plev70_p0drop_rep2\clusters_pred.csv,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k5L100_n32_plev70_p0drop_rep2\labels.csv,160,0.968964,0.987500
C:\ARI_Dashboard\Essaie\A_noise_dense\run_k5L100_n32_plev70_p10drop_rep0,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k5L100_n32_plev70_p10drop_rep0\clusters_pred.csv,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k5L100_n32_plev70_p10drop_rep0\labels.csv,160,0.798241,0.912500
C:\ARI_Dashboard\Essaie\A_noise_dense\run_k5L100_n32_plev70_p10drop_rep1,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k5L100_n32_plev70_p10drop_rep1\clusters_pred.csv,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k5L100_n32_plev70_p10drop_rep1\labels.csv,160,0.952717,0.981250
C:\ARI_Dashboard\Essaie\A_noise_dense\run_k5L100_n32_plev70_p10drop_rep2,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k5L100_n32_plev70_p10drop_rep2\clusters_pred.csv,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k5L100_n32_plev70_p10drop_rep2\labels.csv,160,0.968209,0.987500
C:\ARI_Dashboard\Essaie\A_noise_dense\run_k5L100_n32_plev70_p25drop_rep0,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k5L100_n32_plev70_p25drop_rep0\clusters_pred.csv,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k5L100_n32_plev70_p25drop_rep0\labels.csv,160,0.738066,0.881250
C:\ARI_Dashboard\Essaie\A_noise_dense\run_k5L100_n32_plev70_p25drop_rep1,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k5L100_n32_plev70_p25drop_rep1\clusters_pred.csv,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k5L100_n32_plev70_p25drop_rep1\labels.csv,160,0.878998,0.950000
C:\ARI_Dashboard\Essaie\A_noise_dense\run_k5L100_n32_plev70_p25drop_rep2,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k5L100_n32_plev70_p25drop_rep2\clusters_pred.csv,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k5L100_n32_plev70_p25drop_rep2\labels.csv,160,0.751260,0.881250
C:\ARI_Dashboard\Essaie\A_noise_dense\run_k5L100_n32_plev70_p50drop_rep0,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k5L100_n32_plev70_p50drop_rep0\clusters_pred.csv,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k5L100_n32_plev70_p50drop_rep0\labels.csv,160,0.379193,0.675000
C:\ARI_Dashboard\Essaie\A_noise_dense\run_k5L100_n32_plev70_p50drop_rep1,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k5L100_n32_plev70_p50drop_rep1\clusters_pred.csv,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k5L100_n32_plev70_p50drop_rep1\labels.csv,160,0.589415,0.800000
C:\ARI_Dashboard\Essaie\A_noise_dense\run_k5L100_n32_plev70_p50drop_rep2,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k5L100_n32_plev70_p50drop_rep2\clusters_pred.csv,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k5L100_n32_plev70_p50drop_rep2\labels.csv,160,0.576205,0.787500
C:\ARI_Dashboard\Essaie\A_noise_dense\run_k5L100_n32_plev70_p75drop_rep0,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k5L100_n32_plev70_p75drop_rep0\clusters_pred.csv,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k5L100_n32_plev70_p75drop_rep0\labels.csv,160,0.101429,0.412500
C:\ARI_Dashboard\Essaie\A_noise_dense\run_k5L100_n32_plev70_p75drop_rep1,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k5L100_n32_plev70_p75drop_rep1\clusters_pred.csv,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k5L100_n32_plev70_p75drop_rep1\labels.csv,160,0.302899,0.568750
C:\ARI_Dashboard\Essaie\A_noise_dense\run_k5L100_n32_plev70_p75drop_rep2,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k5L100_n32_plev70_p75drop_rep2\clusters_pred.csv,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k5L100_n32_plev70_p75drop_rep2\labels.csv,160,0.149737,0.493750
C:\ARI_Dashboard\Essaie\A_noise_dense\run_k5L10_n32_plev30_p0drop_rep0,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k5L10_n32_plev30_p0drop_rep0\clusters_pred.csv,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k5L10_n32_plev30_p0drop_rep0\labels.csv,160,0.067086,0.356250
C:\ARI_Dashboard\Essaie\A_noise_dense\run_k5L10_n32_plev30_p0drop_rep1,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k5L10_n32_plev30_p0drop_rep1\clusters_pred.csv,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k5L10_n32_plev30_p0drop_rep1\labels.csv,160,0.107362,0.375000
C:\ARI_Dashboard\Essaie\A_noise_dense\run_k5L10_n32_plev30_p0drop_rep2,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k5L10_n32_plev30_p0drop_rep2\clusters_pred.csv,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k5L10_n32_plev30_p0drop_rep2\labels.csv,160,0.170869,0.443750
C:\ARI_Dashboard\Essaie\A_noise_dense\run_k5L10_n32_plev30_p10drop_rep0,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k5L10_n32_plev30_p10drop_rep0\clusters_pred.csv,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k5L10_n32_plev30_p10drop_rep0\labels.csv,160,0.049242,0.362500
C:\ARI_Dashboard\Essaie\A_noise_dense\run_k5L10_n32_plev30_p10drop_rep1,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k5L10_n32_plev30_p10drop_rep1\clusters_pred.csv,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k5L10_n32_plev30_p10drop_rep1\labels.csv,160,0.128856,0.412500
C:\ARI_Dashboard\Essaie\A_noise_dense\run_k5L10_n32_plev30_p10drop_rep2,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k5L10_n32_plev30_p10drop_rep2\clusters_pred.csv,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k5L10_n32_plev30_p10drop_rep2\labels.csv,160,0.132321,0.443750
C:\ARI_Dashboard\Essaie\A_noise_dense\run_k5L10_n32_plev30_p25drop_rep0,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k5L10_n32_plev30_p25drop_rep0\clusters_pred.csv,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k5L10_n32_plev30_p25drop_rep0\labels.csv,160,0.066423,0.381250
C:\ARI_Dashboard\Essaie\A_noise_dense\run_k5L10_n32_plev30_p25drop_rep1,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k5L10_n32_plev30_p25drop_rep1\clusters_pred.csv,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k5L10_n32_plev30_p25drop_rep1\labels.csv,160,0.091939,0.406250
C:\ARI_Dashboard\Essaie\A_noise_dense\run_k5L10_n32_plev30_p25drop_rep2,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k5L10_n32_plev30_p25drop_rep2\clusters_pred.csv,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k5L10_n32_plev30_p25drop_rep2\labels.csv,160,0.163592,0.462500
C:\ARI_Dashboard\Essaie\A_noise_dense\run_k5L10_n32_plev30_p50drop_rep0,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k5L10_n32_plev30_p50drop_rep0\clusters_pred.csv,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k5L10_n32_plev30_p50drop_rep0\labels.csv,160,0.015576,0.293750
C:\ARI_Dashboard\Essaie\A_noise_dense\run_k5L10_n32_plev30_p50drop_rep1,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k5L10_n32_plev30_p50drop_rep1\clusters_pred.csv,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k5L10_n32_plev30_p50drop_rep1\labels.csv,160,0.031653,0.318750
C:\ARI_Dashboard\Essaie\A_noise_dense\run_k5L10_n32_plev30_p50drop_rep2,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k5L10_n32_plev30_p50drop_rep2\clusters_pred.csv,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k5L10_n32_plev30_p50drop_rep2\labels.csv,160,0.027760,0.325000
C:\ARI_Dashboard\Essaie\A_noise_dense\run_k5L10_n32_plev30_p75drop_rep0,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k5L10_n32_plev30_p75drop_rep0\clusters_pred.csv,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k5L10_n32_plev30_p75drop_rep0\labels.csv,160,-0.000110,0.268750
C:\ARI_Dashboard\Essaie\A_noise_dense\run_k5L10_n32_plev30_p75drop_rep1,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k5L10_n32_plev30_p75drop_rep1\clusters_pred.csv,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k5L10_n32_plev30_p75drop_rep1\labels.csv,160,0.000927,0.281250
C:\ARI_Dashboard\Essaie\A_noise_dense\run_k5L10_n32_plev30_p75drop_rep2,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k5L10_n32_plev30_p75drop_rep2\clusters_pred.csv,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k5L10_n32_plev30_p75drop_rep2\labels.csv,160,0.007641,0.275000
C:\ARI_Dashboard\Essaie\A_noise_dense\run_k5L10_n32_plev40_p0drop_rep0,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k5L10_n32_plev40_p0drop_rep0\clusters_pred.csv,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k5L10_n32_plev40_p0drop_rep0\labels.csv,160,0.370386,0.612500
C:\ARI_Dashboard\Essaie\A_noise_dense\run_k5L10_n32_plev40_p0drop_rep1,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k5L10_n32_plev40_p0drop_rep1\clusters_pred.csv,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k5L10_n32_plev40_p0drop_rep1\labels.csv,160,0.194340,0.462500
C:\ARI_Dashboard\Essaie\A_noise_dense\run_k5L10_n32_plev40_p0drop_rep2,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k5L10_n32_plev40_p0drop_rep2\clusters_pred.csv,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k5L10_n32_plev40_p0drop_rep2\labels.csv,160,0.340606,0.612500
C:\ARI_Dashboard\Essaie\A_noise_dense\run_k5L10_n32_plev40_p10drop_rep0,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k5L10_n32_plev40_p10drop_rep0\clusters_pred.csv,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k5L10_n32_plev40_p10drop_rep0\labels.csv,160,0.331550,0.581250
C:\ARI_Dashboard\Essaie\A_noise_dense\run_k5L10_n32_plev40_p10drop_rep1,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k5L10_n32_plev40_p10drop_rep1\clusters_pred.csv,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k5L10_n32_plev40_p10drop_rep1\labels.csv,160,0.158857,0.450000
C:\ARI_Dashboard\Essaie\A_noise_dense\run_k5L10_n32_plev40_p10drop_rep2,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k5L10_n32_plev40_p10drop_rep2\clusters_pred.csv,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k5L10_n32_plev40_p10drop_rep2\labels.csv,160,0.297934,0.550000
C:\ARI_Dashboard\Essaie\A_noise_dense\run_k5L10_n32_plev40_p25drop_rep0,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k5L10_n32_plev40_p25drop_rep0\clusters_pred.csv,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k5L10_n32_plev40_p25drop_rep0\labels.csv,160,0.398991,0.662500
C:\ARI_Dashboard\Essaie\A_noise_dense\run_k5L10_n32_plev40_p25drop_rep1,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k5L10_n32_plev40_p25drop_rep1\clusters_pred.csv,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k5L10_n32_plev40_p25drop_rep1\labels.csv,160,0.102635,0.431250
C:\ARI_Dashboard\Essaie\A_noise_dense\run_k5L10_n32_plev40_p25drop_rep2,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k5L10_n32_plev40_p25drop_rep2\clusters_pred.csv,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k5L10_n32_plev40_p25drop_rep2\labels.csv,160,0.335818,0.512500
C:\ARI_Dashboard\Essaie\A_noise_dense\run_k5L10_n32_plev40_p50drop_rep0,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k5L10_n32_plev40_p50drop_rep0\clusters_pred.csv,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k5L10_n32_plev40_p50drop_rep0\labels.csv,160,0.104351,0.418750
C:\ARI_Dashboard\Essaie\A_noise_dense\run_k5L10_n32_plev40_p50drop_rep1,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k5L10_n32_plev40_p50drop_rep1\clusters_pred.csv,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k5L10_n32_plev40_p50drop_rep1\labels.csv,160,0.000037,0.287500
C:\ARI_Dashboard\Essaie\A_noise_dense\run_k5L10_n32_plev40_p50drop_rep2,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k5L10_n32_plev40_p50drop_rep2\clusters_pred.csv,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k5L10_n32_plev40_p50drop_rep2\labels.csv,160,0.055624,0.368750
C:\ARI_Dashboard\Essaie\A_noise_dense\run_k5L10_n32_plev40_p75drop_rep0,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k5L10_n32_plev40_p75drop_rep0\clusters_pred.csv,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k5L10_n32_plev40_p75drop_rep0\labels.csv,160,0.038104,0.312500
C:\ARI_Dashboard\Essaie\A_noise_dense\run_k5L10_n32_plev40_p75drop_rep1,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k5L10_n32_plev40_p75drop_rep1\clusters_pred.csv,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k5L10_n32_plev40_p75drop_rep1\labels.csv,160,0.001675,0.262500
C:\ARI_Dashboard\Essaie\A_noise_dense\run_k5L10_n32_plev40_p75drop_rep2,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k5L10_n32_plev40_p75drop_rep2\clusters_pred.csv,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k5L10_n32_plev40_p75drop_rep2\labels.csv,160,-0.000253,0.262500
C:\ARI_Dashboard\Essaie\A_noise_dense\run_k5L10_n32_plev50_p0drop_rep0,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k5L10_n32_plev50_p0drop_rep0\clusters_pred.csv,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k5L10_n32_plev50_p0drop_rep0\labels.csv,160,0.306744,0.600000
C:\ARI_Dashboard\Essaie\A_noise_dense\run_k5L10_n32_plev50_p0drop_rep1,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k5L10_n32_plev50_p0drop_rep1\clusters_pred.csv,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k5L10_n32_plev50_p0drop_rep1\labels.csv,160,0.386623,0.631250
